date,number_of_strikes,center_point_geom
2018-06-01,271,POINT(-91.8 35.6)
2018-06-01,135,POINT(-91.7 35.6)
2018-06-01,23,POINT(-91.6 35.6)
2018-06-01,58,POINT(-85.7 35.7)
2018-06-01,54,POINT(-85.6 35.7)
2018-06-01,48,POINT(-85.5 35.7)
2018-06-01,43,POINT(-85.4 35.7)
2018-06-01,42,POINT(-85.3 35.7)
2018-06-01,61,POINT(-85.2 35.7)
2018-06-01,287,POINT(-93 35.8)
2018-06-01,38,POINT(-92 35.8)
2018-06-01,55,POINT(-91 35.8)
2018-06-01,31,POINT(-85.9 35.6)
2018-06-01,38,POINT(-85.8 35.6)
2018-06-01,45,POINT(-85.6 35.6)
2018-06-01,38,POINT(-85.5 35.6)
2018-06-01,61,POINT(-85.4 35.6)
2018-06-01,67,POINT(-93 35.7)
2018-06-01,36,POINT(-92 35.7)
2018-06-01,35,POINT(-91.1 35.8)
2018-06-01,38,POINT(-90.9 35.8)
2018-06-01,48,POINT(-90.8 35.8)
2018-06-01,40,POINT(-90.7 35.8)
2018-06-01,36,POINT(-90.6 35.8)
2018-06-01,28,POINT(-89.4 35.8)
2018-06-01,39,POINT(-89.3 35.8)
2018-06-01,29,POINT(-89.2 35.8)
2018-06-01,42,POINT(-86.8 35.8)
2018-06-01,23,POINT(-89.2 35.7)
2018-06-01,25,POINT(-88.8 35.7)
2018-06-01,47,POINT(-99.6 42.1)
2018-06-01,25,POINT(-99.5 42.1)
2018-06-01,23,POINT(-83.5 42.1)
2018-06-01,37,POINT(-82.4 42.1)
2018-06-01,39,POINT(-82.3 42.1)
2018-06-01,98,POINT(-86 35.8)
2018-06-01,111,POINT(-93.1 35.8)
2018-06-01,80,POINT(-92.9 35.8)
2018-06-01,73,POINT(-92.4 35.8)
2018-06-01,150,POINT(-92.3 35.8)
2018-06-01,149,POINT(-92.2 35.8)
2018-06-01,67,POINT(-92.1 35.8)
2018-06-01,31,POINT(-99.8 42.2)
2018-06-01,57,POINT(-99.7 42.2)
2018-06-01,50,POINT(-99.6 42.2)
2018-06-01,49,POINT(-99.5 42.2)
2018-06-01,41,POINT(-86.2 35.8)
2018-06-01,71,POINT(-86.1 35.8)
2018-06-01,62,POINT(-85.9 35.8)
2018-06-01,53,POINT(-85.8 35.8)
2018-06-01,60,POINT(-85.7 35.8)
2018-06-01,47,POINT(-99.8 42.3)
2018-06-01,95,POINT(-99.7 42.3)
2018-06-01,146,POINT(-99.6 42.3)
2018-06-01,101,POINT(-99.5 42.3)
2018-06-01,38,POINT(-99.4 42.3)
2018-06-01,29,POINT(-99.3 42.3)
2018-06-01,25,POINT(-99.2 42.3)
2018-06-01,26,POINT(-102.5 46.5)
2018-06-01,26,POINT(-102.4 46.5)
2018-06-01,69,POINT(-102.3 46.5)
2018-06-01,97,POINT(-102.2 46.5)
2018-06-01,75,POINT(-102.1 46.5)
2018-06-01,193,POINT(-101.9 46.5)
2018-06-01,332,POINT(-101.8 46.5)
2018-06-01,351,POINT(-101.7 46.5)
2018-06-01,289,POINT(-101.6 46.5)
2018-06-01,221,POINT(-101.5 46.5)
2018-06-01,109,POINT(-101.4 46.5)
2018-06-01,46,POINT(-101.3 46.5)
2018-06-01,77,POINT(-101.2 46.5)
2018-06-01,56,POINT(-100.7 46.5)
2018-06-01,89,POINT(-100.6 46.5)
2018-06-01,87,POINT(-100.5 46.5)
2018-06-01,116,POINT(-100.4 46.5)
2018-06-01,104,POINT(-100.3 46.5)
2018-06-01,106,POINT(-100.2 46.5)
2018-06-01,125,POINT(-100.1 46.5)
2018-06-01,56,POINT(-100 46.6)
2018-06-01,46,POINT(-108 46.6)
2018-06-01,23,POINT(-99.9 42.3)
2018-06-01,36,POINT(-108.3 46.6)
2018-06-01,48,POINT(-108.2 46.6)
2018-06-01,51,POINT(-108.1 46.6)
2018-06-01,37,POINT(-107.9 46.6)
2018-06-01,25,POINT(-107.8 46.6)
2018-06-01,34,POINT(-107.7 46.6)
2018-06-01,42,POINT(-107.6 46.6)
2018-06-01,56,POINT(-107.5 46.6)
2018-06-01,54,POINT(-107.4 46.6)
2018-06-01,36,POINT(-107.3 46.6)
2018-06-01,28,POINT(-106.3 46.6)
2018-06-01,31,POINT(-106.2 46.6)
2018-06-01,32,POINT(-106.1 46.6)
2018-06-01,35,POINT(-106.8 46.5)
2018-06-01,25,POINT(-106.5 46.5)
2018-06-01,201,POINT(-101.9 46.6)
2018-06-01,348,POINT(-101.8 46.6)
2018-06-01,328,POINT(-101.7 46.6)
2018-06-01,181,POINT(-101.6 46.6)
2018-06-01,162,POINT(-101.5 46.6)
2018-06-01,116,POINT(-101.4 46.6)
2018-06-01,81,POINT(-101.3 46.6)
2018-06-01,69,POINT(-101.2 46.6)
2018-06-01,63,POINT(-101.1 46.6)
2018-06-01,23,POINT(-100.8 46.6)
2018-06-01,31,POINT(-100.7 46.6)
2018-06-01,49,POINT(-100.6 46.6)
2018-06-01,50,POINT(-100.5 46.6)
2018-06-01,100,POINT(-100.4 46.6)
2018-06-01,103,POINT(-100.3 46.6)
2018-06-01,84,POINT(-100.2 46.6)
2018-06-01,56,POINT(-100.1 46.6)
2018-06-01,66,POINT(-100 46.7)
2018-06-01,29,POINT(-108 46.7)
2018-06-01,39,POINT(-106 46.7)
2018-06-01,28,POINT(-102 46.7)
2018-06-01,41,POINT(-101 46.7)
2018-06-01,23,POINT(-99.3 46.7)
2018-06-01,145,POINT(-102 46.6)
2018-06-01,31,POINT(-101 46.6)
2018-06-01,37,POINT(-99.9 46.6)
2018-06-01,31,POINT(-108.2 46.7)
2018-06-01,51,POINT(-108.1 46.7)
2018-06-01,32,POINT(-107.9 46.7)
2018-06-01,36,POINT(-107.8 46.7)
2018-06-01,40,POINT(-107.6 46.7)
2018-06-01,33,POINT(-107.5 46.7)
2018-06-01,32,POINT(-106.2 46.7)
2018-06-01,28,POINT(-103.8 46.6)
2018-06-01,28,POINT(-103.7 46.6)
2018-06-01,31,POINT(-102.2 46.6)
2018-06-01,72,POINT(-102.1 46.6)
2018-06-01,45,POINT(-102.9 48)
2018-06-01,64,POINT(-102.8 48)
2018-06-01,96,POINT(-102.7 48)
2018-06-01,53,POINT(-102.6 48)
2018-06-01,25,POINT(-102 49)
2018-06-01,28,POINT(-102.1 49)
2018-06-01,25,POINT(-104.4 48)
2018-06-01,48,POINT(-103.4 48)
2018-06-01,69,POINT(-103.3 48)
2018-06-01,81,POINT(-103.2 48)
2018-06-01,134,POINT(-103.1 48)
2018-06-01,41,POINT(-102.9 49)
2018-06-01,40,POINT(-102.8 49)
2018-06-01,32,POINT(-102.5 49)
2018-06-01,45,POINT(-102.4 49)
2018-06-01,83,POINT(-85.6 35.8)
2018-06-01,61,POINT(-85.5 35.8)
2018-06-01,23,POINT(-81.1 35.8)
2018-06-01,114,POINT(-93 35.9)
2018-06-01,41,POINT(-91 35.9)
2018-06-01,67,POINT(-90 35.9)
2018-06-01,74,POINT(-86 35.9)
2018-06-01,40,POINT(-93.2 35.9)
2018-06-01,195,POINT(-93.1 35.9)
2018-06-01,23,POINT(-92.9 35.9)
2018-06-01,23,POINT(-92.6 35.9)
2018-06-01,60,POINT(-92.5 35.9)
2018-06-01,56,POINT(-92.4 35.9)
2018-06-01,106,POINT(-92.3 35.9)
2018-06-01,43,POINT(-92.2 35.9)
2018-06-01,25,POINT(-92.1 35.9)
2018-06-01,50,POINT(-90.1 35.9)
2018-06-01,29,POINT(-89.9 35.9)
2018-06-01,25,POINT(-89.7 35.9)
2018-06-01,64,POINT(-89.6 35.9)
2018-06-01,71,POINT(-89.5 35.9)
2018-06-01,62,POINT(-89.4 35.9)
2018-06-01,44,POINT(-89.3 35.9)
2018-06-01,45,POINT(-86.1 35.9)
2018-06-01,54,POINT(-85.9 35.9)
2018-06-01,66,POINT(-85.8 35.9)
2018-06-01,63,POINT(-85.7 35.9)
2018-06-01,70,POINT(-85.6 35.9)
2018-06-01,103,POINT(-85.5 35.9)
2018-06-01,53,POINT(-85.4 35.9)
2018-06-01,169,POINT(-92 36.1)
2018-06-01,48,POINT(-91 36.1)
2018-06-01,66,POINT(-90 36.1)
2018-06-01,23,POINT(-89 36.1)
2018-06-01,26,POINT(-86 36.1)
2018-06-01,47,POINT(-93.4 36.1)
2018-06-01,50,POINT(-93.3 36.1)
2018-06-01,61,POINT(-93.2 36.1)
2018-06-01,32,POINT(-92.8 36.1)
2018-06-01,62,POINT(-92.7 36.1)
2018-06-01,48,POINT(-92.6 36.1)
2018-06-01,28,POINT(-92.5 36.1)
2018-06-01,46,POINT(-92.3 36.1)
2018-06-01,103,POINT(-92.2 36.1)
2018-06-01,31,POINT(-91.7 35.9)
2018-06-01,57,POINT(-91.6 35.9)
2018-06-01,59,POINT(-91.5 35.9)
2018-06-01,26,POINT(-91.4 35.9)
2018-06-01,53,POINT(-91.2 35.9)
2018-06-01,53,POINT(-91.1 35.9)
2018-06-01,28,POINT(-90.9 35.9)
2018-06-01,35,POINT(-90.8 35.9)
2018-06-01,40,POINT(-90.7 35.9)
2018-06-01,23,POINT(-90.5 35.9)
2018-06-01,40,POINT(-90.4 35.9)
2018-06-01,66,POINT(-90.5 36.1)
2018-06-01,86,POINT(-90.4 36.1)
2018-06-01,73,POINT(-90.3 36.1)
2018-06-01,81,POINT(-90.2 36.1)
2018-06-01,69,POINT(-90.1 36.1)
2018-06-01,72,POINT(-89.9 36.1)
2018-06-01,81,POINT(-89.8 36.1)
2018-06-01,96,POINT(-89.7 36.1)
2018-06-01,66,POINT(-89.6 36.1)
2018-06-01,101,POINT(-89.5 36.1)
2018-06-01,61,POINT(-89.4 36.1)
2018-06-01,38,POINT(-89.3 36.1)
2018-06-01,41,POINT(-89.1 36.1)
2018-06-01,29,POINT(-88.9 36.1)
2018-06-01,58,POINT(-99.9 42.4)
2018-06-01,132,POINT(-99.8 42.4)
2018-06-01,171,POINT(-99.7 42.4)
2018-06-01,210,POINT(-99.6 42.4)
2018-06-01,195,POINT(-99.5 42.4)
2018-06-01,125,POINT(-99.4 42.4)
2018-06-01,59,POINT(-99.3 42.4)
2018-06-01,36,POINT(-81.3 35.9)
2018-06-01,46,POINT(-100 42.5)
2018-06-01,52,POINT(-99.9 42.5)
2018-06-01,138,POINT(-99.8 42.5)
2018-06-01,240,POINT(-99.7 42.5)
2018-06-01,258,POINT(-99.6 42.5)
2018-06-01,257,POINT(-99.5 42.5)
2018-06-01,159,POINT(-99.4 42.5)
2018-06-01,152,POINT(-99.3 42.5)
2018-06-01,29,POINT(-99.2 42.5)
2018-06-01,33,POINT(-77.6 42.5)
2018-06-01,29,POINT(-77.5 42.5)
2018-06-01,131,POINT(-92.1 36.1)
2018-06-01,140,POINT(-91.9 36.1)
2018-06-01,120,POINT(-91.8 36.1)
2018-06-01,81,POINT(-91.7 36.1)
2018-06-01,53,POINT(-91.6 36.1)
2018-06-01,23,POINT(-91.5 36.1)
2018-06-01,28,POINT(-91.4 36.1)
2018-06-01,36,POINT(-91.1 36.1)
2018-06-01,42,POINT(-90.9 36.1)
2018-06-01,95,POINT(-90.8 36.1)
2018-06-01,113,POINT(-90.7 36.1)
2018-06-01,114,POINT(-90.6 36.1)
2018-06-01,67,POINT(-100 42.6)
2018-06-01,144,POINT(-99.9 42.6)
2018-06-01,168,POINT(-99.8 42.6)
2018-06-01,230,POINT(-99.7 42.6)
2018-06-01,212,POINT(-99.6 42.6)
2018-06-01,307,POINT(-99.5 42.6)
2018-06-01,200,POINT(-99.4 42.6)
2018-06-01,117,POINT(-99.3 42.6)
2018-06-01,43,POINT(-99.2 42.6)
2018-06-01,23,POINT(-100.4 42.6)
2018-06-01,28,POINT(-100.2 42.6)
2018-06-01,37,POINT(-100.1 42.6)
2018-06-01,106,POINT(-100 42.7)
2018-06-01,131,POINT(-99.9 42.7)
2018-06-01,152,POINT(-99.8 42.7)
2018-06-01,154,POINT(-99.7 42.7)
2018-06-01,198,POINT(-99.6 42.7)
2018-06-01,266,POINT(-99.5 42.7)
2018-06-01,236,POINT(-99.4 42.7)
2018-06-01,132,POINT(-99.3 42.7)
2018-06-01,43,POINT(-99.2 42.7)
2018-06-01,39,POINT(-99.1 42.7)
2018-06-01,38,POINT(-100.6 46.7)
2018-06-01,67,POINT(-100.4 46.7)
2018-06-01,67,POINT(-100.3 46.7)
2018-06-01,80,POINT(-100.2 46.7)
2018-06-01,84,POINT(-100.1 46.7)
2018-06-01,47,POINT(-100 46.8)
2018-06-01,23,POINT(-106 46.8)
2018-06-01,40,POINT(-101 46.8)
2018-06-01,49,POINT(-99.9 46.8)
2018-06-01,46,POINT(-99.8 46.8)
2018-06-01,48,POINT(-99.7 46.8)
2018-06-01,37,POINT(-99.6 46.8)
2018-06-01,36,POINT(-105.9 46.8)
2018-06-01,23,POINT(-103.3 46.8)
2018-06-01,85,POINT(-101.9 46.8)
2018-06-01,99,POINT(-101.8 46.8)
2018-06-01,121,POINT(-101.7 46.8)
2018-06-01,103,POINT(-101.6 46.8)
2018-06-01,83,POINT(-101.5 46.8)
2018-06-01,63,POINT(-101.4 46.8)
2018-06-01,46,POINT(-101.3 46.8)
2018-06-01,38,POINT(-101.2 46.8)
2018-06-01,43,POINT(-101.1 46.8)
2018-06-01,25,POINT(-100.9 46.8)
2018-06-01,43,POINT(-100.6 46.8)
2018-06-01,25,POINT(-100.5 46.8)
2018-06-01,39,POINT(-100.4 46.8)
2018-06-01,49,POINT(-100.3 46.8)
2018-06-01,115,POINT(-101.9 46.7)
2018-06-01,204,POINT(-101.8 46.7)
2018-06-01,179,POINT(-101.7 46.7)
2018-06-01,145,POINT(-101.6 46.7)
2018-06-01,88,POINT(-101.5 46.7)
2018-06-01,81,POINT(-101.4 46.7)
2018-06-01,41,POINT(-101.3 46.7)
2018-06-01,49,POINT(-101.2 46.7)
2018-06-01,62,POINT(-101.1 46.7)
2018-06-01,35,POINT(-105.9 46.9)
2018-06-01,47,POINT(-107.5 46.8)
2018-06-01,26,POINT(-103.3 46.9)
2018-06-01,26,POINT(-102.4 46.9)
2018-06-01,68,POINT(-101.9 46.9)
2018-06-01,75,POINT(-101.8 46.9)
2018-06-01,42,POINT(-101.7 46.9)
2018-06-01,54,POINT(-101.5 46.9)
2018-06-01,31,POINT(-101.4 46.9)
2018-06-01,31,POINT(-101.1 46.9)
2018-06-01,37,POINT(-100.9 46.9)
2018-06-01,34,POINT(-100.6 46.9)
2018-06-01,39,POINT(-100.5 46.9)
2018-06-01,57,POINT(-100.4 46.9)
2018-06-01,35,POINT(-100.3 46.9)
2018-06-01,38,POINT(-100.2 46.9)
2018-06-01,97,POINT(-102 47.1)
2018-06-01,33,POINT(-100.2 46.8)
2018-06-01,31,POINT(-102 46.9)
2018-06-01,42,POINT(-101 46.9)
2018-06-01,41,POINT(-78.2 21.4)
2018-06-01,28,POINT(-78.6 21.5)
2018-06-01,45,POINT(-84.1 22.4)
2018-06-01,58,POINT(-84.6 22.5)
2018-06-01,78,POINT(-84.5 22.5)
2018-06-01,40,POINT(-77.8 21.2)
2018-06-01,42,POINT(-84 22.6)
2018-06-01,45,POINT(-84.6 22.6)
2018-06-01,46,POINT(-84.5 22.6)
2018-06-01,28,POINT(-84.4 22.6)
2018-06-01,41,POINT(-84.4 22.5)
2018-06-01,33,POINT(-86.2 36.1)
2018-06-01,53,POINT(-86.1 36.1)
2018-06-01,33,POINT(-85.8 36.1)
2018-06-01,64,POINT(-85.7 36.1)
2018-06-01,34,POINT(-85.6 36.1)
2018-06-01,68,POINT(-85.5 36.1)
2018-06-01,68,POINT(-85.4 36.1)
2018-06-01,26,POINT(-85.3 36.1)
2018-06-01,45,POINT(-80.8 36.1)
2018-06-01,31,POINT(-80.7 36.1)
2018-06-01,85,POINT(-92 36.2)
2018-06-01,47,POINT(-91 36.2)
2018-06-01,114,POINT(-90 36.2)
2018-06-01,35,POINT(-93.5 36.2)
2018-06-01,42,POINT(-92.5 36.2)
2018-06-01,87,POINT(-92.4 36.2)
2018-06-01,188,POINT(-92.3 36.2)
2018-06-01,219,POINT(-92.2 36.2)
2018-06-01,125,POINT(-92.1 36.2)
2018-06-01,98,POINT(-91.9 36.2)
2018-06-01,121,POINT(-91.8 36.2)
2018-06-01,67,POINT(-91.7 36.2)
2018-06-01,78,POINT(-91.6 36.2)
2018-06-01,43,POINT(-91.5 36.2)
2018-06-01,47,POINT(-91.4 36.2)
2018-06-01,62,POINT(-91.3 36.2)
2018-06-01,61,POINT(-91.2 36.2)
2018-06-01,48,POINT(-91.1 36.2)
2018-06-01,97,POINT(-90.9 36.2)
2018-06-01,188,POINT(-90.8 36.2)
2018-06-01,178,POINT(-90.7 36.2)
2018-06-01,132,POINT(-90.6 36.2)
2018-06-01,119,POINT(-90.5 36.2)
2018-06-01,91,POINT(-90.4 36.2)
2018-06-01,75,POINT(-90.3 36.2)
2018-06-01,106,POINT(-90.2 36.2)
2018-06-01,107,POINT(-90.1 36.2)
2018-06-01,87,POINT(-89.9 36.2)
2018-06-01,153,POINT(-89.8 36.2)
2018-06-01,90,POINT(-89.7 36.2)
2018-06-01,59,POINT(-89.6 36.2)
2018-06-01,59,POINT(-89.5 36.2)
2018-06-01,101,POINT(-89.4 36.2)
2018-06-01,46,POINT(-89.3 36.2)
2018-06-01,44,POINT(-89.2 36.2)
2018-06-01,28,POINT(-89.1 36.2)
2018-06-01,32,POINT(-85.9 36.2)
2018-06-01,25,POINT(-85.8 36.2)
2018-06-01,25,POINT(-85.6 36.2)
2018-06-01,35,POINT(-85.5 36.2)
2018-06-01,33,POINT(-85.4 36.2)
2018-06-01,31,POINT(-81.1 36.2)
2018-06-01,31,POINT(-80.9 36.2)
2018-06-01,31,POINT(-81 36.3)
2018-06-01,62,POINT(-92.5 36.3)
2018-06-01,124,POINT(-92.4 36.3)
2018-06-01,195,POINT(-92.3 36.3)
2018-06-01,74,POINT(-92.2 36.3)
2018-06-01,78,POINT(-92.1 36.3)
2018-06-01,82,POINT(-91.9 36.3)
2018-06-01,60,POINT(-91.8 36.3)
2018-06-01,100,POINT(-91.7 36.3)
2018-06-01,107,POINT(-91.6 36.3)
2018-06-01,102,POINT(-91.5 36.3)
2018-06-01,106,POINT(-91.4 36.3)
2018-06-01,94,POINT(-91.3 36.3)
2018-06-01,33,POINT(-91.2 36.3)
2018-06-01,137,POINT(-90.9 36.3)
2018-06-01,234,POINT(-90.8 36.3)
2018-06-01,205,POINT(-90.7 36.3)
2018-06-01,168,POINT(-90.6 36.3)
2018-06-01,94,POINT(-90.5 36.3)
2018-06-01,102,POINT(-90.4 36.3)
2018-06-01,84,POINT(-90.3 36.3)
2018-06-01,102,POINT(-90.2 36.3)
2018-06-01,113,POINT(-90.1 36.3)
2018-06-01,155,POINT(-89.9 36.3)
2018-06-01,168,POINT(-89.8 36.3)
2018-06-01,82,POINT(-89.7 36.3)
2018-06-01,69,POINT(-89.6 36.3)
2018-06-01,87,POINT(-89.5 36.3)
2018-06-01,61,POINT(-89.4 36.3)
2018-06-01,23,POINT(-89.3 36.3)
2018-06-01,32,POINT(-88.6 36.2)
2018-06-01,23,POINT(-75.3 42.7)
2018-06-01,35,POINT(-100.3 42.7)
2018-06-01,91,POINT(-100.2 42.7)
2018-06-01,111,POINT(-100.1 42.7)
2018-06-01,216,POINT(-100 42.8)
2018-06-01,200,POINT(-99.9 42.8)
2018-06-01,174,POINT(-99.8 42.8)
2018-06-01,154,POINT(-99.7 42.8)
2018-06-01,112,POINT(-99.6 42.8)
2018-06-01,218,POINT(-99.5 42.8)
2018-06-01,195,POINT(-99.4 42.8)
2018-06-01,131,POINT(-99.3 42.8)
2018-06-01,78,POINT(-99.2 42.8)
2018-06-01,33,POINT(-99.1 42.8)
2018-06-01,73,POINT(-92 36.3)
2018-06-01,50,POINT(-91 36.3)
2018-06-01,137,POINT(-90 36.3)
2018-06-01,41,POINT(-100.3 42.8)
2018-06-01,71,POINT(-100.2 42.8)
2018-06-01,184,POINT(-100.1 42.8)
2018-06-01,200,POINT(-100 42.9)
2018-06-01,213,POINT(-99.9 42.9)
2018-06-01,194,POINT(-99.8 42.9)
2018-06-01,164,POINT(-99.7 42.9)
2018-06-01,198,POINT(-99.6 42.9)
2018-06-01,155,POINT(-99.5 42.9)
2018-06-01,118,POINT(-99.4 42.9)
2018-06-01,77,POINT(-99.3 42.9)
2018-06-01,47,POINT(-99.2 42.9)
2018-06-01,25,POINT(-99.1 42.9)
2018-06-01,46,POINT(-77.2 42.9)
2018-06-01,23,POINT(-100.4 42.9)
2018-06-01,52,POINT(-100.3 42.9)
2018-06-01,96,POINT(-100.2 42.9)
2018-06-01,119,POINT(-100.1 42.9)
2018-06-01,290,POINT(-100 43.1)
2018-06-01,166,POINT(-99.9 43.1)
2018-06-01,213,POINT(-99.8 43.1)
2018-06-01,194,POINT(-99.7 43.1)
2018-06-01,127,POINT(-99.6 43.1)
2018-06-01,124,POINT(-99.5 43.1)
2018-06-01,115,POINT(-99.4 43.1)
2018-06-01,63,POINT(-99.3 43.1)
2018-06-01,39,POINT(-76.9 43.1)
2018-06-01,74,POINT(-76.8 43.1)
2018-06-01,29,POINT(-76.7 43.1)
2018-06-01,44,POINT(-76.5 43.1)
2018-06-01,34,POINT(-76.2 43.1)
2018-06-01,42,POINT(-100.5 43.1)
2018-06-01,83,POINT(-100.4 43.1)
2018-06-01,26,POINT(-103.1 47.1)
2018-06-01,32,POINT(-102.1 47.1)
2018-06-01,121,POINT(-101.9 47.1)
2018-06-01,67,POINT(-101.8 47.1)
2018-06-01,28,POINT(-101.7 47.1)
2018-06-01,34,POINT(-101.5 47.1)
2018-06-01,69,POINT(-101.4 47.1)
2018-06-01,94,POINT(-102 47.2)
2018-06-01,35,POINT(-105.4 47.2)
2018-06-01,43,POINT(-105.3 47.2)
2018-06-01,65,POINT(-105.2 47.2)
2018-06-01,35,POINT(-105.1 47.2)
2018-06-01,37,POINT(-102.2 47.2)
2018-06-01,84,POINT(-102.1 47.2)
2018-06-01,74,POINT(-101.9 47.2)
2018-06-01,49,POINT(-101.8 47.2)
2018-06-01,68,POINT(-105.3 47.1)
2018-06-01,35,POINT(-105 47.3)
2018-06-01,161,POINT(-102 47.3)
2018-06-01,25,POINT(-99.9 47.3)
2018-06-01,29,POINT(-105.6 47.3)
2018-06-01,36,POINT(-105.3 47.3)
2018-06-01,69,POINT(-105.2 47.3)
2018-06-01,60,POINT(-105.1 47.3)
2018-06-01,28,POINT(-104.9 47.3)
2018-06-01,43,POINT(-103.5 47.3)
2018-06-01,35,POINT(-102.4 47.3)
2018-06-01,52,POINT(-102.3 47.3)
2018-06-01,66,POINT(-102.2 47.3)
2018-06-01,105,POINT(-102.1 47.3)
2018-06-01,109,POINT(-101.9 47.3)
2018-06-01,57,POINT(-101.8 47.3)
2018-06-01,23,POINT(-101.7 47.3)
2018-06-01,23,POINT(-104 26.8)
2018-06-01,25,POINT(-81.5 27.5)
2018-06-01,41,POINT(-80.9 36.3)
2018-06-01,34,POINT(-80.8 36.3)
2018-06-01,64,POINT(-92 36.4)
2018-06-01,66,POINT(-90 36.4)
2018-06-01,36,POINT(-89 36.4)
2018-06-01,142,POINT(-91.9 36.4)
2018-06-01,156,POINT(-91.8 36.4)
2018-06-01,180,POINT(-91.7 36.4)
2018-06-01,118,POINT(-91.6 36.4)
2018-06-01,69,POINT(-91.5 36.4)
2018-06-01,67,POINT(-91.4 36.4)
2018-06-01,41,POINT(-91.3 36.4)
2018-06-01,37,POINT(-90.9 36.4)
2018-06-01,64,POINT(-90.7 36.4)
2018-06-01,90,POINT(-90.6 36.4)
2018-06-01,94,POINT(-90.5 36.4)
2018-06-01,110,POINT(-90.4 36.4)
2018-06-01,69,POINT(-90.3 36.4)
2018-06-01,41,POINT(-90.2 36.4)
2018-06-01,63,POINT(-90.1 36.4)
2018-06-01,39,POINT(-89.9 36.4)
2018-06-01,32,POINT(-89.6 36.4)
2018-06-01,26,POINT(-89.5 36.4)
2018-06-01,33,POINT(-89.4 36.4)
2018-06-01,29,POINT(-89.3 36.4)
2018-06-01,42,POINT(-89.2 36.4)
2018-06-01,36,POINT(-89.1 36.4)
2018-06-01,29,POINT(-88.9 36.4)
2018-06-01,215,POINT(-92 36.5)
2018-06-01,29,POINT(-90 36.5)
2018-06-01,33,POINT(-92.6 36.5)
2018-06-01,34,POINT(-92.5 36.5)
2018-06-01,78,POINT(-92.4 36.5)
2018-06-01,118,POINT(-92.3 36.5)
2018-06-01,130,POINT(-92.2 36.5)
2018-06-01,202,POINT(-92.1 36.5)
2018-06-01,171,POINT(-91.9 36.5)
2018-06-01,144,POINT(-91.8 36.5)
2018-06-01,81,POINT(-91.7 36.5)
2018-06-01,37,POINT(-92.7 36.4)
2018-06-01,23,POINT(-92.6 36.4)
2018-06-01,61,POINT(-92.5 36.4)
2018-06-01,83,POINT(-92.4 36.4)
2018-06-01,77,POINT(-92.3 36.4)
2018-06-01,59,POINT(-92.2 36.4)
2018-06-01,50,POINT(-92.1 36.4)
2018-06-01,28,POINT(-89.7 36.5)
2018-06-01,29,POINT(-89.6 36.5)
2018-06-01,59,POINT(-89.5 36.5)
2018-06-01,62,POINT(-89.4 36.5)
2018-06-01,26,POINT(-89.3 36.5)
2018-06-01,34,POINT(-89.2 36.5)
2018-06-01,26,POINT(-88.7 36.5)
2018-06-01,166,POINT(-92 36.6)
2018-06-01,37,POINT(-92.8 36.6)
2018-06-01,85,POINT(-92.7 36.6)
2018-06-01,145,POINT(-92.6 36.6)
2018-06-01,151,POINT(-92.5 36.6)
2018-06-01,240,POINT(-92.4 36.6)
2018-06-01,351,POINT(-92.3 36.6)
2018-06-01,277,POINT(-92.2 36.6)
2018-06-01,208,POINT(-92.1 36.6)
2018-06-01,104,POINT(-91.9 36.6)
2018-06-01,32,POINT(-91.8 36.6)
2018-06-01,25,POINT(-90.5 36.6)
2018-06-01,32,POINT(-90.4 36.6)
2018-06-01,31,POINT(-90.3 36.6)
2018-06-01,35,POINT(-91.6 36.5)
2018-06-01,36,POINT(-90.6 36.5)
2018-06-01,62,POINT(-90.5 36.5)
2018-06-01,78,POINT(-90.4 36.5)
2018-06-01,99,POINT(-90.3 36.5)
2018-06-01,105,POINT(-90.2 36.5)
2018-06-01,62,POINT(-90.1 36.5)
2018-06-01,118,POINT(-100.3 43.1)
2018-06-01,266,POINT(-100.2 43.1)
2018-06-01,334,POINT(-100.1 43.1)
2018-06-01,230,POINT(-100 43.2)
2018-06-01,212,POINT(-99.9 43.2)
2018-06-01,189,POINT(-99.8 43.2)
2018-06-01,157,POINT(-99.7 43.2)
2018-06-01,114,POINT(-99.6 43.2)
2018-06-01,90,POINT(-99.5 43.2)
2018-06-01,88,POINT(-99.4 43.2)
2018-06-01,63,POINT(-99.3 43.2)
2018-06-01,41,POINT(-99.2 43.2)
2018-06-01,45,POINT(-99.1 43.2)
2018-06-01,37,POINT(-76.3 43.2)
2018-06-01,25,POINT(-80.7 36.5)
2018-06-01,29,POINT(-99 43.3)
2018-06-01,174,POINT(-99.9 43.3)
2018-06-01,109,POINT(-99.8 43.3)
2018-06-01,111,POINT(-99.7 43.3)
2018-06-01,74,POINT(-99.6 43.3)
2018-06-01,42,POINT(-99.5 43.3)
2018-06-01,36,POINT(-99.4 43.3)
2018-06-01,34,POINT(-99.3 43.3)
2018-06-01,33,POINT(-76.1 43.3)
2018-06-01,28,POINT(-73.6 43.3)
2018-06-01,31,POINT(-90.2 36.6)
2018-06-01,29,POINT(-90.1 36.6)
2018-06-01,31,POINT(-89.8 36.6)
2018-06-01,61,POINT(-89.7 36.6)
2018-06-01,61,POINT(-89.6 36.6)
2018-06-01,60,POINT(-89.5 36.6)
2018-06-01,45,POINT(-89.4 36.6)
2018-06-01,46,POINT(-89.3 36.6)
